VIN,CarYear,Color,VehBody,EngineType,Make,Miles,Odometer,Brand,VehType,LocationNum,CarType,EngineLiters,FuelType,Transmission,SaleLoc,PurchVal
KNADM4A35C6086667,2012,White,4 Door,4 Cylinder,RIO                      ,88927.33333,Accurate,KIA,Passenger,302,Compact,1.6L,Gasoline,Automatic,302,6550
2G1WC583681215386,2008,Red,4 Door,6 Cylinder,IMPALA                   ,109279,Accurate,CHEVROLET,Passenger,308,Full-size,3.9L,Flex - Fuel,Automatic,308,3715
KNAGG4A81A5444365,2010,Black,4 Door,4 Cylinder,OPTIMA LX                ,97491,Accurate,KIA,Passenger,33,Mid-size,2.4L,Gasoline,Automatic,33,6250
2T3BF4DV6BW105452,2011,Silver,SUV,4 Cylinder,RAV4                     ,110756,Accurate,TOYOTA,Truck,255,SUV,2.5L,Gasoline,Automatic,255,7500
2G2WS522941158321,2004,Black,4 Door,6 Cylinder,GRAND PRIX GT2           ,120039,Accurate,PONTIAC,Passenger,360,Full-size,3.8L,Gasoline,Automatic,360,4500
3N1AB61E17L637863,2007,Red,4 Door,4 Cylinder,SENTRA 2.0/2.0S/2.0SL    ,82577,Accurate,NISSAN,Passenger,477,Compact,2.0L,Gasoline,Automatic,477,4395
JM3LW28A930337007,2003,Silver,Van,6 Cylinder,MPV WAGON                ,107907.6667,Accurate,MAZDA,Truck,36,Mid-size,3.0L,Gasoline,Automatic,36,4900
1FADP3K26DL149181,2013,White,2 Door,4 Cylinder,FOCUS                    ,97430,Accurate,FORD,Passenger,125,Compact,2.0L,Gasoline,Automatic,125,5925
5NPEU46F26H039519,2006,Black,4 Door,6 Cylinder,SONATA                   ,123467,Accurate,HYUNDAI,Passenger,296,Full-size,3.3L,Gasoline,Automatic,296,4245
2G1WA5EK9A1207371,2010,Gray,4 Door,6 Cylinder,IMPALA                   ,106493,Accurate,CHEVROLET,Passenger,521,Full-size,3.5L,Flex - Fuel,Automatic,521,5875
4F2CZ96135KM09547,2005,Blue,SUV,6 Cylinder,TRIBUTE,131818,Accurate,MAZDA,Truck,450,SUV,3.0L,Gasoline,Automatic,450,3055
JHMGE8H58BS011204,2011,Gray,2 Door,4 Cylinder,FIT                      ,114112,Accurate,HONDA,Passenger,481,Compact,1.5L,Gasoline,Automatic,481,5700
2G1WB5EN5A1248667,2010,Red,4 Door,6 Cylinder,IMPALA                   ,72653,Accurate,CHEVROLET,Passenger,511,Full-size,3.5L,Gasoline,Automatic,511,5500
3GNBAADB0AS578186,2010,Silver,SUV,4 Cylinder,HHR,98378,Accurate,CHEVROLET,Truck,292,Mid-size,2.2L,Flex - Fuel,Automatic,292,5300
1G1PA5SH8E7101760,2014,Blue,4 Door,4 Cylinder,CRUZE,88308,Accurate,CHEVROLET,Passenger,483,Compact,1.8L,Gasoline,Automatic,483,6500
1GNEC13Z13R166676,2003,Black,SUV,8 Cylinder,C1500 TAHOE              ,125066,Accurate,CHEVROLET,Truck,188,SUV,5.3L,Flex - Fuel,Automatic,188,3600
KMHDU46D88U333277,2008,Red,4 Door,4 Cylinder,ELANTRA                  ,62240.66667,Accurate,HYUNDAI,Passenger,117,Mid-size,2.0L,Gasoline,Automatic,117,5400
1FAFP53265A208519,2005,Gray,4 Door,6 Cylinder,TAURUS SE                ,59913,Accurate,FORD,Passenger,394,Mid-size,3.0L,Flex - Fuel,Automatic,394,4700
1GKET16S436223479,2003,Maroon,SUV,6 Cylinder,ENVOY XL                 ,131097,Accurate,GMC,Truck,222,SUV,4.2L,Gasoline,Automatic,222,4720
1GNDV23E35D133753,2005,Gold,Van,6 Cylinder,VENTURE LS               ,125468,Accurate,CHEVROLET,Truck,382,Van,3.4L,Gasoline,Automatic,382,3900
1G1AL15F667684124,2006,Purple,2 Door,4 Cylinder,COBALT LT                ,86656,Accurate,CHEVROLET,Passenger,450,Compact,2.2L,Gasoline,Automatic,450,4388
1J4GL48K55W596093,2005,Blue,SUV,6 Cylinder,LIBERTY SPORT            ,107445,Accurate,JEEP,Truck,225,SUV,3.7L,Gasoline,Automatic,225,5300
KMHDU46D89U637680,2009,Blue,4 Door,4 Cylinder,ELANTRA GLS/SE           ,90908,Accurate,HYUNDAI,Passenger,511,Mid-size,2.0L,Gasoline,5-Speed,511,4425
1GMDV03L05D171576,2005,Blue,Van,6 Cylinder,MONTANA SV6 EXT WB       ,103086,Accurate,PONTIAC,Truck,355,Van,3.5L,Gasoline,Automatic,355,5125
1J8GL58K44W209911,2004,Tan,SUV,6 Cylinder,LIBERTY LIMITED          ,122464,Accurate,JEEP,Truck,491,SUV,3.7L,Gasoline,Automatic,491,4455
KL1TD56677B063208,2007,Red,4 Door,4 Cylinder,AVEO/LS                  ,123096.6667,Accurate,CHEVROLET,Passenger,222,Compact,1.6L,Gasoline,Automatic,222,4400
2MEFM75W55X633301,2005,Green,4 Door,8 Cylinder,GRAND MARQUIS LS         ,87291,Inaccurate,MERCURY,Passenger,59,Full-size,4.6L,Gasoline,Automatic,59,5300
3C4FY58B84T308662,2004,Gold,Van,4 Cylinder,PT CRUISER TOURINGEDITION,117239,Accurate,CHRYSLER,Truck,348,Mid-size,2.4L,Gasoline,Automatic,348,4300
2FMDA582X4BB31289,2004,Silver,Van,6 Cylinder,FREESTAR LIMITED         ,99830,Accurate,FORD,Truck,423,Van,4.2L,Gasoline,Automatic,423,4105
1G1AB5F59A7116698,2010,Blue,4 Door,4 Cylinder,COBALT LS                ,100349.3333,Accurate,CHEVROLET,Passenger,74,Compact,2.2L,Gasoline,Automatic,74,5060
1G8AJ52F14Z139601,2004,Green,4 Door,4 Cylinder,ION LEVEL 2              ,67339,Accurate,SATURN,Passenger,380,Compact,2.2L,Gasoline,Automatic,380,5865
3FAHP0HA8BR299774,2011,Silver,4 Door,4 Cylinder,FUSION,106163,Accurate,FORD,Passenger,533,Mid-size,2.5L,Gasoline,6-Speed,533,5800
5XYKT4A18BG075850,2011,Silver,SUV,4 Cylinder,SORENTO,134761,Accurate,KIA,Truck,364,SUV,2.4L,Gasoline,Automatic,364,6200
5FNRL38606B434230,2006,Gray,Van,6 Cylinder,ODYSSEY,128157,Accurate,HONDA,Truck,300,Van,3.5L,Gasoline,Automatic,300,6000
4T1BE46K97U722401,2007,White,4 Door,4 Cylinder,CAMRY CE/LE/XLE/SE       ,127909,Accurate,TOYOTA,Passenger,119,Mid-size,2.4L,Gasoline,Automatic,119,6600
1G1ZT51F36F193449,2006,GRAY,4 Door,4 Cylinder,MALIBU LT                ,118954,Accurate,CHEVROLET,Passenger,86,Mid-size,2.2L,Gasoline,Automatic,86,5500
4F2CZ06135KM35335,2005,Gray,SUV,6 Cylinder,TRIBUTE S                ,132585,Accurate,MAZDA,Truck,295,SUV,3.0L,Gasoline,Automatic,295,4780
3GNCA23D98S715603,2008,Black,SUV,4 Cylinder,HHR,107834,Accurate,CHEVROLET,Truck,117,Mid-size,2.2L,Gasoline,Automatic,117,5075
1MEHM59S95A609256,2005,Champagne,4 Door,6 Cylinder,SABLE LS PREMIUM         ,70040,Accurate,MERCURY,Passenger,464,Mid-size,3.0L,Gasoline,Automatic,464,4230
1C3EL55R46N203930,2006,Blue,2 Door,6 Cylinder,SEBRING TOURING          ,88952,Accurate,CHRYSLER,Passenger,464,Mid-size,2.7L,Gasoline,Automatic,464,3585
KNAFE161075005890,2007,Silver,4 Door,4 Cylinder,SPECTRA5 SX              ,121534,Accurate,KIA,Passenger,34,Compact,2.0L,Gasoline,Automatic,34,4950
KL1TD5DE8AB067950,2010,Red,4 Door,4 Cylinder,AVEO LS/LT               ,90319.33333,Accurate,CHEVROLET,Passenger,450,Compact,1.6L,Gasoline,Automatic,450,3250
1B3HB48B47D343540,2007,Orange,4 Door,4 Cylinder,CALIBER SXT              ,112150,Accurate,DODGE,Passenger,434,Mid-size,2.0L,Gasoline,Automatic,434,4145
1G2JB524X27192411,2002,Gold,4 Door,4 Cylinder,SUNFIRE SE               ,87533,Accurate,PONTIAC,Passenger,385,Compact,2.2L,Gasoline,Automatic,385,3845
1FTRX12W27FB12168,2007,Blue,Truck,8 Cylinder,F150,143431,Accurate,FORD,Truck,296,Full-Size Truck,4.6L,Gasoline,Automatic,296,4900
1G1ZT51806F119147,2006,White,4 Door,6 Cylinder,MALIBU LT                ,111255.6667,Accurate,CHEVROLET,Passenger,81,Mid-size,3.5L,Gasoline,Automatic,81,5200
1D8GU28K29W514531,2009,Silver,SUV,6 Cylinder,NITRO,121404,Accurate,DODGE,Truck,69,SUV,3.7L,Gasoline,Automatic,69,5295
1N4AL21E17N479002,2007,Blue,4 Door,4 Cylinder,ALTIMA,110697,Accurate,NISSAN,Passenger,398,Mid-size,2.5L,Gasoline,Automatic,398,4405
1FMDK06115GA64389,2005,Gray,Van,6 Cylinder,FREESTYLE LIMITED        ,126740,Accurate,FORD,Truck,82,Van,3.0L,Gasoline,Automatic,82,5200
1GKDS13S042183462,2004,Black,SUV,6 Cylinder,ENVOY                    ,104423,Accurate,GMC,Truck,432,SUV,4.2L,Gasoline,Automatic,432,5980
5FNRL38456B422363,2006,Silver,Van,6 Cylinder,ODYSSEY EX               ,133211,Accurate,HONDA,Truck,117,Van,3.5L,Gasoline,Automatic,117,5950
3FAHP071X6R245397,2006,Blue,4 Door,6 Cylinder,FUSION,100881,Accurate,FORD,Passenger,382,Mid-size,3.0L,Gasoline,Automatic,382,4900
1GNDT13S672300711,2007,Blue,SUV,6 Cylinder,TRAILBLAZER              ,130587,Accurate,CHEVROLET,Truck,382,SUV,4.2L,Gasoline,Automatic,382,5400
1G2ZG558464245209,2006,Silver,4 Door,6 Cylinder,G6 SE 1                  ,111113,Accurate,PONTIAC,Passenger,421,Mid-size,3.5L,Gasoline,Automatic,421,2760
1FMDK01195GA79035,2005,Gold,Van,6 Cylinder,FREESTYLE SE             ,127735,Accurate,FORD,Truck,341,Van,3.0L,Gasoline,Automatic,341,4300
JTKDE177X70159106,2007,Charcoal,2 Door,4 Cylinder,SCION TC                 ,117029,Accurate,TOYOTA,Passenger,61,Compact,2.4L,Gasoline,5-Speed,61,5000
5GADV231X7D185200,2007,BURGUNDY,Van,6 Cylinder,TERRAZA CX               ,120356,Accurate,BUICK,Truck,199,Van,3.9L,Gasoline,Automatic,199,5600
SHSRD78965U324790,2005,Black,SUV,4 Cylinder,CR-V,173176.6667,Accurate,HONDA,Truck,378,SUV,2.4L,Gasoline,Automatic,378,5460
2G2WP552781170471,2008,Blue,4 Door,6 Cylinder,GRAND PRIX               ,133415,Accurate,PONTIAC,Passenger,362,Full-size,3.8L,Gasoline,Automatic,362,4500
KMHDU4AD4AU840643,2010,Blue,4 Door,4 Cylinder,ELANTRA BLUE/GLS/SE      ,101370,Accurate,HYUNDAI,Passenger,362,Mid-size,2.0L,Gasoline,Automatic,362,4420
3GNDA23D17S637143,2007,Black,SUV,4 Cylinder,HHR LT                   ,73602,Accurate,CHEVROLET,Truck,440,Mid-size,2.2L,Gasoline,Automatic,440,5800
2D4GP44L16R872467,2006,White,Van,6 Cylinder,GRAND CARAVAN SXT        ,99777,Accurate,DODGE,Truck,291,Van,3.8L,Gasoline,Automatic,291,4765
1FAHP3M24CL125314,2012,BLACK,2 Door,4 Cylinder,FOCUS                    ,122225,Accurate,FORD,Passenger,385,Compact,2.0L,Gasoline,Automatic,385,5230
1FAHP35N19W217464,2009,Gray,4 Door,4 Cylinder,FOCUS SE                 ,106644,Accurate,FORD,Passenger,76,Compact,4.0L,Gasoline,Automatic,76,5950
KNDJD733255485811,2005,Gray,SUV,6 Cylinder,SORENTO,113565,Accurate,KIA,Truck,138,SUV,3.5L,Gasoline,Automatic,138,4960
5NPEU46F97H171887,2007,White,4 Door,6 Cylinder,SONATA SE/LIMITED,117850,Inaccurate,HYUNDAI,Passenger,67,Full-size,3.3L,Gasoline,Automatic,67,4500
1FAFP33P74W171787,2004,Silver,4 Door,4 Cylinder,FOCUS LX                 ,90343,Inaccurate,FORD,Passenger,117,Compact,2.0L,Gasoline,Automatic,117,4200
1FAFP36323W190089,2003,Silver,4 Door,4 Cylinder,FOCUS SE/SE SPORT/ZTW    ,87257,Accurate,FORD,Passenger,450,Compact,2.0L,Gasoline,Automatic,450,4791
1A4GP45R46B718036,2006,Blue,Van,6 Cylinder,TOWN & COUNTRY           ,119917,Accurate,CHRYSLER,Truck,398,Van,3.3L,Gasoline,Automatic,398,3830
3GNDA23D47S569839,2007,Orange,SUV,4 Cylinder,HHR LT                   ,71687,Accurate,CHEVROLET,Truck,86,Mid-size,2.2L,Gasoline,Automatic,86,5700
1C3LC56K77N566278,2007,Black,4 Door,4 Cylinder,SEBRING TOURING          ,103860.25,Accurate,CHRYSLER,Passenger,465,Mid-size,2.4L,Gasoline,Automatic,465,5500
1G1AM58B467676858,2006,Black,4 Door,4 Cylinder,COBALT SS LEVEL 4        ,73137,Accurate,CHEVROLET,Passenger,110,Compact,2.4L,Gasoline,Automatic,110,4800
3N1BC1CP1AL452299,2010,White,4 Door,4 Cylinder,VERSA S/SL               ,87778,Accurate,NISSAN,Passenger,62,Compact,1.8L,Gasoline,Automatic,62,5300
KNAFU4A20A5186761,2010,Silver,4 Door,4 Cylinder,FORTE                    ,19662,Accurate,KIA,Passenger,502,Compact,2.0L,Gasoline,Automatic,502,3900
3FAHP08119R168079,2009,Silver,4 Door,6 Cylinder,FUSION,143195,Accurate,FORD,Passenger,518,Mid-size,3.0L,Gasoline,Automatic,518,4840
1G1ZT51886F105822,2006,Gray,4 Door,6 Cylinder,MALIBU LT                ,113329,Accurate,CHEVROLET,Passenger,360,Mid-size,3.5L,Gasoline,Automatic,360,5500
2G2WP552861100443,2006,Green,4 Door,6 Cylinder,GRAND PRIX               ,79415,Accurate,PONTIAC,Passenger,306,Full-size,3.8L,Gasoline,Automatic,306,5780
1J4NT1GA7BD129473,2011,Black,SUV,4 Cylinder,PATRIOT                  ,89887.33333,Accurate,JEEP,Truck,87,SUV,2.0L,Gasoline,Automatic,87,5505
5Y2SL62883Z463221,2003,Gray,4 Door,4 Cylinder,VIBE                     ,105699,Accurate,PONTIAC,Passenger,423,Mid-size,1.8L,Gasoline,Automatic,423,4330
JHLRD78886C027830,2006,Tan,SUV,4 Cylinder,CR-V,135252,Accurate,HONDA,Truck,189,SUV,2.4L,Gasoline,Automatic,189,5100
5NPET46C36H105133,2006,Other,4 Door,4 Cylinder,SONATA                   ,80436,Accurate,HYUNDAI,Passenger,511,Full-size,2.4L,Gasoline,Automatic,511,2395
1G8AL55F37Z179446,2007,Blue,4 Door,4 Cylinder,ION LEVEL 3              ,99718,Accurate,SATURN,Passenger,463,Compact,2.2L,Gasoline,Automatic,463,4055
1ZVHT80N395137757,2009,Blue,2 Door,6 Cylinder,MUSTANG                  ,108877,Accurate,FORD,Passenger,38,Mid-size,4.0L,Gasoline,5-Speed,38,5750
3GNCA23V09S622141,2009,White,SUV,4 Cylinder,HHR 1LT                  ,113007,Accurate,CHEVROLET,Truck,80,Mid-size,2.4L,Flex - Fuel,Automatic,80,5665
2G1WF52E339434642,2003,Silver,4 Door,6 Cylinder,IMPALA                   ,105361,Accurate,CHEVROLET,Passenger,494,Full-size,3.4L,Gasoline,Automatic,494,4040
2G1WC5E34C1273817,2012,White,4 Door,6 Cylinder,IMPALA                   ,129396,Accurate,CHEVROLET,Passenger,425,Full-size,3.6L,Gasoline,Automatic,425,5200
1D4GP45R86B759794,2006,Blue,Van,6 Cylinder,CARAVAN SXT              ,92209.75,Accurate,DODGE,Truck,59,Van,3.3L,Gasoline,Automatic,59,4631
1FAFP56UX6A203998,2006,White,4 Door,6 Cylinder,TAURUS SEL               ,109593.3333,Accurate,FORD,Passenger,423,Mid-size,3.0L,Gasoline,Automatic,423,4485
1G1PF5SC7C7297063,2012,BLUE,4 Door,4 Cylinder,CRUZE,97520,Accurate,CHEVROLET,Passenger,76,Compact,1.4L,Gasoline,Automatic,76,6730
1J8FT28W88D577832,2008,Black,SUV,4 Cylinder,PATRIOT SPORT            ,92111,Accurate,JEEP,Truck,504,SUV,2.4L,Gasoline,Automatic,504,5300
1G1AK58F277300654,2007,Blue,4 Door,4 Cylinder,COBALT LS                ,85076,Accurate,CHEVROLET,Passenger,464,Compact,2.2L,Gasoline,Automatic,464,4600
2HGFG12867H534366,2007,Black,2 Door,4 Cylinder,CIVIC                    ,137930.6667,Accurate,HONDA,Passenger,343,Compact,1.8L,Gasoline,Automatic,343,5125
JM1NC2JF4B0213435,2011,Black,2 Door,4 Cylinder,MX-5 MIATA               ,118868,Accurate,MAZDA,Passenger,472,Compact,2.0L,Gasoline,Automatic,472,5750
1G1ZT58N78F147350,2008,Grey,4 Door,6 Cylinder,MALIBU                   ,97071,Accurate,CHEVROLET,Passenger,494,Mid-size,3.5L,Gasoline,Automatic,494,4900
1GNDS13S772231725,2007,Silver,SUV,6 Cylinder,TRAILBLAZER              ,114473,Accurate,CHEVROLET,Truck,521,SUV,4.2L,Gasoline,Automatic,521,5200
1G1ZT53F26F212750,2006,BLUE,4 Door,4 Cylinder,MALIBU LT                ,123212,Accurate,CHEVROLET,Passenger,84,Mid-size,2.2L,Gasoline,Automatic,84,4400
1YVHP80C255M65150,2005,Green,4 Door,4 Cylinder,6I                       ,109519.75,Accurate,MAZDA,Passenger,59,Full-size,2.3L,Gasoline,Automatic,59,8275
1D8GP24E07B250740,2007,White,Van,6 Cylinder,GRAND CARAVAN SE         ,118156,Accurate,DODGE,Truck,188,Van,3.3L,Flex - Fuel,Automatic,188,4760
JA32U2FU3AU013837,2010,Black,4 Door,4 Cylinder,LANCER                   ,75850,Accurate,MITSUBISHI,Passenger,502,Compact,2.0L,Gasoline,Automatic,502,5000
2B3KA43R18H253943,2008,Red,4 Door,6 Cylinder,CHARGER                  ,99574,Accurate,DODGE,Passenger,528,Full-size,2.7L,Gasoline,Automatic,528,4340
1NXBR32E55Z535412,2005,Gold,4 Door,4 Cylinder,COROLLA CE/LE/S          ,99604,Accurate,TOYOTA,Passenger,475,Compact,1.8L,Gasoline,Automatic,475,4295
3MEHM07Z69R622660,2009,Blue,4 Door,4 Cylinder,MILAN                    ,104368.6667,Accurate,MERCURY,Passenger,238,Full-size,2.3L,Gasoline,Automatic,238,3935
1FAFP34N27W353110,2007,Red,4 Door,4 Cylinder,FOCUS                    ,103762,Accurate,FORD,Passenger,332,Compact,2.0L,Gasoline,Automatic,332,5500
1FMYU03134DA21155,2004,Red,SUV,6 Cylinder,ESCAPE XLT               ,137019,Accurate,FORD,Truck,465,SUV,3.0L,Gasoline,Automatic,465,5200
1B3ES56C15D177091,2005,Silver,4 Door,4 Cylinder,NEON SXT                 ,118141.2308,Accurate,DODGE,Passenger,332,Compact,2.0L,Gasoline,Automatic,332,7310
2CNDL43F186319731,2008,White,SUV,6 Cylinder,EQUINOX,115585,Inaccurate,CHEVROLET,Truck,67,SUV,3.4L,Gasoline,Automatic,67,4950
3FA6P0H79DR329671,2013,Blue,4 Door,4 Cylinder,FUSION,154710,Accurate,FORD,Passenger,500,Mid-size,2.5L,Gasoline,Automatic,500,4400
KMHDN46D35U126465,2005,Gold,4 Door,4 Cylinder,ELANTRA GLS/GT           ,116335,Accurate,HYUNDAI,Passenger,477,Mid-size,2.0L,Gasoline,Automatic,477,3200
4F2YZ02Z56KM13159,2006,Green,SUV,4 Cylinder,TRIBUTE I                ,98437,Accurate,MAZDA,Truck,38,SUV,2.3L,Gasoline,Automatic,38,5200
2C3KA53G07H788199,2007,Silver,4 Door,6 Cylinder,300 TOURING              ,120764,Accurate,CHRYSLER,Passenger,434,Full-size,3.5L,Gasoline,Automatic,434,5865
KL5JD56Z67K583111,2007,Blue,4 Door,4 Cylinder,FORENZA/CONV/POPULAR PKG ,87417,Accurate,SUZUKI,Passenger,409,Mid-size,2.0L,Gasoline,Automatic,409,4775
1G1ND52F85M254931,2005,Silver,4 Door,4 Cylinder,CLASSIC                  ,103761,Accurate,CHEVROLET,Passenger,9,Mid-size,2.2L,Gasoline,Automatic,9,2900
2MEFM75V87X643198,2007,Silver,4 Door,8 Cylinder,GRAND MARQUIS LS         ,76236.71429,Accurate,MERCURY,Passenger,69,Full-size,4.6L,Flex - Fuel,Automatic,69,9500
5NPET46C79H406752,2009,White,4 Door,4 Cylinder,SONATA GLS               ,108703,Accurate,HYUNDAI,Passenger,364,Full-size,2.4L,Gasoline,Automatic,364,5800
1GKDT13S932370548,2003,White,SUV,6 Cylinder,ENVOY                    ,132620.3333,Accurate,GMC,Truck,454,SUV,4.2L,Gasoline,Automatic,454,4885
1GNDT13S362261171,2006,Gray,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,122457,Accurate,CHEVROLET,Truck,406,SUV,4.2L,Gasoline,Automatic,406,4950
1G2ZH57N894155775,2009,Silver,4 Door,6 Cylinder,G6 GT                    ,115189,Accurate,PONTIAC,Passenger,466,Mid-size,3.5L,Gasoline,Automatic,466,4915
3D4GG57V69T157723,2009,Black,SUV,6 Cylinder,JOURNEY,131731,Accurate,DODGE,Truck,315,Compact,3.5L,Gasoline,Automatic,315,6000
1FAFP34N57W110004,2007,Silver,4 Door,4 Cylinder,FOCUS ZX4 S/SE/SES       ,110231,Accurate,FORD,Passenger,349,Compact,2.0L,Gasoline,Automatic,349,4140
1MEFM55S42G601703,2002,Red,4 Door,6 Cylinder,SABLE LS PREMIUM         ,3185,Accurate,MERCURY,Passenger,188,Mid-size,3.0L,Gasoline,Automatic,188,3185
3A8FY68B36T283848,2006,Blue,Van,4 Cylinder,PT CRUISER LIMITED       ,109920,Accurate,CHRYSLER,Truck,119,Mid-size,2.4L,Gasoline,Automatic,119,4700
1G1ZS51F96F302676,2006,Burgundy,4 Door,4 Cylinder,MALIBU LS                ,103885,Accurate,CHEVROLET,Passenger,306,Mid-size,2.2L,Gasoline,Automatic,306,5100
1G1ZS51F96F112411,2006,GRAY,4 Door,4 Cylinder,MALIBU LS                ,104436,Accurate,CHEVROLET,Passenger,76,Mid-size,2.2L,Gasoline,Automatic,76,5540
1G1PF5S95B7228102,2011,Tan,4 Door,4 Cylinder,CRUZE LT                 ,115645,Accurate,CHEVROLET,Passenger,85,Compact,1.4L,Gasoline,Automatic,85,6200
1G2ZG58N674135636,2007,Charcoal,4 Door,6 Cylinder,G6/SE                    ,103337,Accurate,PONTIAC,Passenger,199,Mid-size,3.5L,Gasoline,Automatic,199,5400
3FAHP0JA6CR329463,2012,GRAY,4 Door,4 Cylinder,FUSION,105380,Accurate,FORD,Passenger,404,Mid-size,2.5L,Gasoline,Automatic,404,7005
1G1ND52J53M684286,2003,Green,4 Door,6 Cylinder,MALIBU                   ,88779,Accurate,CHEVROLET,Passenger,168,Mid-size,3.1L,Gasoline,Automatic,168,3155
1FAFP56U26A154926,2006,Silver,4 Door,6 Cylinder,TAURUS SEL               ,102067,Accurate,FORD,Passenger,332,Mid-size,3.0L,Gasoline,Automatic,332,4900
1J4PN2GK6AW123622,2010,BLACK,SUV,6 Cylinder,LIBERTY,128326,Accurate,JEEP,Truck,77,SUV,3.7L,Gasoline,Automatic,77,6830
3GNDA53P68S619606,2008,Silver,SUV,4 Cylinder,HHR,79946,Accurate,CHEVROLET,Truck,518,Mid-size,2.4L,Gasoline,Automatic,518,4780
1J4GR48K75C667455,2005,White,SUV,6 Cylinder,GRAND CHEROKEE           ,114121,Accurate,JEEP,Truck,487,SUV,3.7L,Gasoline,Automatic,487,5155
1GNDT13S562177806,2006,Maroon,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,138755,Inaccurate,CHEVROLET,Truck,117,SUV,4.2L,Gasoline,Automatic,117,5100
1G2AS18H997272683,2009,Green,2 Door,4 Cylinder,G5                       ,113355,Accurate,PONTIAC,Passenger,332,Compact,2.2L,Gasoline,Automatic,332,5800
4T1BE46K39U388353,2009,Blue,4 Door,4 Cylinder,CAMRY/SE/LE/XLE          ,126041,Accurate,TOYOTA,Passenger,158,Mid-size,2.4L,Gasoline,Automatic,158,5940
1B3AL46T86N228457,2006,Black,4 Door,6 Cylinder,STRATUS                  ,116592,Accurate,DODGE,Passenger,474,Mid-size,2.7L,Flex - Fuel,Automatic,474,4000
KNAFE121365364171,2006,White,4 Door,4 Cylinder,NEW SPECTRA LX/EX        ,76872.2381,Accurate,KIA,Passenger,329,Compact,2.0L,Gasoline,Automatic,329,10100
1G2NW52E82M575246,2002,WHITE,4 Door,6 Cylinder,GRAND AM GT              ,101308,Accurate,PONTIAC,Passenger,72,Mid-size,3.4L,Gasoline,Automatic,72,4200
2G1WT58K469222309,2006,Silver,4 Door,6 Cylinder,IMPALA LT                ,67804,Accurate,CHEVROLET,Passenger,348,Full-size,3.5L,Flex - Fuel,Automatic,348,6200
1G1ZS57FX7F141747,2007,Gray,4 Door,4 Cylinder,MALIBU LS                ,96318.66667,Accurate,CHEVROLET,Passenger,81,Mid-size,2.2L,Gasoline,Automatic,81,5200
1G8ZS57N57F220994,2007,GOLD,4 Door,6 Cylinder,AURA,72326,Accurate,SATURN,Passenger,185,Full-size,3.5L,Gasoline,Automatic,185,4800
1B3HB48BX7D167450,2007,Gold,4 Door,4 Cylinder,CALIBER SXT              ,102679,Accurate,DODGE,Passenger,396,Mid-size,2.0L,Gasoline,Automatic,396,3690
2G4WC582261251082,2006,White,4 Door,6 Cylinder,LACROSSE CX              ,97852.66667,Accurate,BUICK,Passenger,38,Full-size,3.8L,Gasoline,Automatic,38,4575
2G1WB57K991188388,2009,Silver,4 Door,6 Cylinder,IMPALA LS                ,122764,Inaccurate,CHEVROLET,Passenger,117,Full-size,3.5L,Flex - Fuel,Automatic,117,5600
KNADC125256379141,2005,Silver,4 Door,4 Cylinder,RIO                      ,93433,Accurate,KIA,Passenger,498,Compact,1.6L,Gasoline,Automatic,498,3275
2B3KA43DX9H518431,2009,Red,4 Door,6 Cylinder,CHARGER                  ,92758,Accurate,DODGE,Passenger,77,Full-size,2.7L,Gasoline,Automatic,77,6300
3FAFP31343R139042,2003,Red,2 Door,4 Cylinder,FOCUS ZX3                ,77647.33333,Accurate,FORD,Passenger,291,Compact,2.0L,Gasoline,5-Speed,291,4225
1B3ES56C83D257730,2003,Yellow,4 Door,4 Cylinder,NEON SXT                 ,99877,Accurate,DODGE,Passenger,225,Compact,2.0L,Gasoline,Automatic,225,3500
1MEHM42146G610518,2006,GOLD,4 Door,6 Cylinder,MONTEGO PREMIER          ,119647,Accurate,MERCURY,Passenger,84,Full-size,3.0L,Gasoline,Automatic,84,5400
2CNDL63F566163959,2006,Silver,SUV,6 Cylinder,EQUINOX,123576,Accurate,CHEVROLET,Truck,386,SUV,3.4L,Gasoline,Automatic,386,4800
3FAHP07ZX8R196579,2008,Silver,4 Door,4 Cylinder,FUSION SE                ,109349,Accurate,FORD,Passenger,393,Mid-size,2.3L,Gasoline,Automatic,393,4000
1GKDS13S882217542,2008,Gray,SUV,6 Cylinder,ENVOY                    ,122039,Accurate,GMC,Truck,5,SUV,4.2L,Gasoline,Automatic,5,6200
1G1ND52F04M646283,2004,Gold,4 Door,4 Cylinder,CLASSIC                  ,115039,Accurate,CHEVROLET,Passenger,423,Mid-size,2.2L,Gasoline,Automatic,423,4120
3GNDA13D28S635011,2008,Gray,SUV,4 Cylinder,HHR LS                   ,119792.6667,Accurate,CHEVROLET,Truck,494,Mid-size,2.2L,Gasoline,Automatic,494,4275
1GNDV23178D143302,2008,Gray,Van,6 Cylinder,UPLANDER LS              ,103710,Accurate,CHEVROLET,Truck,394,Van,3.9L,Gasoline,Automatic,394,4700
