VIN,CarYear,Color,VehBody,EngineType,Make,Miles,Odometer,Brand,VehType,LocationNum,CarType,EngineLiters,FuelType,Transmission,SaleLoc,PurchVal
2MEFM75W14X642396,2004,Green,4 Door,8 Cylinder,GRAND MARQUIS LS         ,116493,Accurate,MERCURY,Passenger,422,Full-size,4.6L,Gasoline,Automatic,422,4300
1J4GL48K94W314830,2004,Black,SUV,6 Cylinder,LIBERTY SPORT            ,92988,Accurate,JEEP,Truck,364,SUV,3.7L,Gasoline,Automatic,364,5500
1C3LC46K07N680780,2007,White,4 Door,4 Cylinder,SEBRING                  ,52230,Accurate,CHRYSLER,Passenger,225,Mid-size,2.4L,Gasoline,Automatic,225,12500
1FAFP53U05A194196,2005,Tan,4 Door,6 Cylinder,TAURUS SE                ,61266,Accurate,FORD,Passenger,484,Mid-size,3.0L,Gasoline,Automatic,484,4850
3N1AB7AP5DL612452,2013,Gray,4 Door,4 Cylinder,SENTRA                   ,118275,Accurate,NISSAN,Passenger,158,Compact,1.8L,Gasoline,Automatic,158,4900
1G1AL58F987194167,2008,Blue,4 Door,4 Cylinder,COBALT                   ,53227,Accurate,CHEVROLET,Passenger,5,Compact,2.2L,Gasoline,5-Speed,5,5000
1D4GP24RX7B104639,2007,White,Van,6 Cylinder,GRAND CARAVAN,123632,Accurate,DODGE,Truck,537,Van,3.3L,Gasoline,Automatic,537,4300
1FAHP35N09W129425,2009,Blue,4 Door,4 Cylinder,FOCUS                    ,97767.33333,Accurate,FORD,Passenger,514,Compact,2.0L,Gasoline,Automatic,514,4500
1G1AF5F55A7234087,2010,Silver,4 Door,4 Cylinder,COBALT                   ,122340,Accurate,CHEVROLET,Passenger,9,Compact,2.2L,Gasoline,5-Speed,9,2220
1C3LC56K48N101829,2008,Gray,4 Door,4 Cylinder,SEBRING                  ,112067.3333,Inaccurate,CHRYSLER,Passenger,508,Mid-size,2.4L,Gasoline,Automatic,508,3900
1G1ZH57B39F180579,2009,White,4 Door,4 Cylinder,MALIBU                   ,75392,Accurate,CHEVROLET,Passenger,62,Mid-size,2.4L,Gasoline,Automatic,62,6300
1YVFP82D045N59667,2004,Red,4 Door,6 Cylinder,6S                       ,80662,Accurate,MAZDA,Passenger,374,Full-size,3.0L,Gasoline,Automatic,374,4200
KL1TD56676B664763,2006,Grey,4 Door,4 Cylinder,AVEO/LS                  ,94883.66667,Accurate,CHEVROLET,Passenger,362,Compact,1.6L,Gasoline,Automatic,362,3900
4A3AB36F88E021976,2008,WHITE,4 Door,4 Cylinder,GALANT ES                ,98930.66667,Accurate,MITSUBISHI,Passenger,385,Mid-size,2.4L,Gasoline,Automatic,385,5375
2G1WF52E459215837,2005,Tan,4 Door,6 Cylinder,IMPALA                   ,112510,Accurate,CHEVROLET,Passenger,306,Full-size,3.4L,Gasoline,Automatic,306,3120
3FAHP08Z86R143374,2006,Red,4 Door,4 Cylinder,FUSION SEL               ,125712.76,Accurate,FORD,Passenger,366,Mid-size,2.3L,Gasoline,Automatic,366,8885
2G1WB5EN7A1236228,2010,Black,4 Door,6 Cylinder,IMPALA                   ,113953.6667,Accurate,CHEVROLET,Passenger,362,Full-size,3.5L,Gasoline,Automatic,362,5105
1FMYU93125KA79226,2005,SILVER,SUV,6 Cylinder,ESCAPE XLT               ,86387,Accurate,FORD,Truck,315,SUV,3.0L,Gasoline,Automatic,315,6000
3A8FY68BX7T559542,2007,Silver,Van,4 Cylinder,PT CRUISER LIMITED       ,96478,Accurate,CHRYSLER,Truck,394,Mid-size,2.4L,Gasoline,Automatic,394,4300
2G1WB58K779351911,2007,Gold,4 Door,6 Cylinder,IMPALA LS                ,86568,Exempt,CHEVROLET,Passenger,464,Full-size,3.5L,Flex - Fuel,Automatic,464,5935
1G1ZG57B39F171139,2009,Green,4 Door,4 Cylinder,MALIBU                   ,107932,Accurate,CHEVROLET,Passenger,292,Mid-size,2.4L,Gasoline,Automatic,292,5300
5NMSG13D48H146969,2008,Blue,SUV,6 Cylinder,SANTA FE GLS             ,100173,Accurate,HYUNDAI,Truck,250,SUV,2.7L,Gasoline,Automatic,250,5800
2G1WT58K879241642,2007,Black,4 Door,6 Cylinder,IMPALA LT                ,109582,Accurate,CHEVROLET,Passenger,466,Full-size,3.5L,Flex - Fuel,Automatic,466,4615
1FMCU0C75AKA78141,2010,RED,SUV,4 Cylinder,ESCAPE,109984,Accurate,FORD,Truck,85,SUV,2.5L,Gasoline,Automatic,85,5530
2G2WP522841206005,2004,White,4 Door,6 Cylinder,GRAND PRIX               ,132615,Accurate,PONTIAC,Passenger,69,Full-size,3.8L,Gasoline,Automatic,69,3500
1FAFP56U86A182617,2006,Gold,4 Door,6 Cylinder,TAURUS SEL               ,117419,Accurate,FORD,Passenger,364,Mid-size,3.0L,Gasoline,Automatic,364,4430
1FMZU73KX5UA02397,2005,Silver,SUV,6 Cylinder,EXPLORER XLT/XLT SPT/NBX ,102953,Inaccurate,FORD,Truck,349,SUV,4.0L,Flex - Fuel,Automatic,349,4160
5GADV33LX5D213369,2005,Blue,Van,6 Cylinder,TERRAZA CXL              ,130509,Accurate,BUICK,Truck,348,Van,3.5L,Gasoline,Automatic,348,4400
2G4WD532X51276752,2005,Gray,4 Door,6 Cylinder,LACROSSE CXL             ,71221,Accurate,BUICK,Passenger,119,Full-size,3.8L,Gasoline,Automatic,119,5400
2G1WT58K169346831,2006,Silver,4 Door,6 Cylinder,IMPALA                   ,125250.3333,Inaccurate,CHEVROLET,Passenger,508,Full-size,3.5L,Flex - Fuel,Automatic,508,1915
1J4GR48K46C313197,2006,GRAY,SUV,6 Cylinder,GRAND CHEROKEE LAR/COL/FR,120497,Accurate,JEEP,Truck,77,SUV,3.7L,Gasoline,Automatic,77,6500
1G2NF52F42C264167,2002,Green,4 Door,4 Cylinder,GRAND AM SE1             ,134161.3333,Accurate,PONTIAC,Passenger,339,Mid-size,2.2L,Gasoline,Automatic,339,3600
1FAFP34N26W212732,2006,Silver,4 Door,4 Cylinder,FOCUS ZX4                ,86352,Accurate,FORD,Passenger,425,Compact,2.0L,Gasoline,Automatic,425,4100
2G1WS581869365628,2006,Gold,4 Door,6 Cylinder,IMPALA POLICE            ,90954.66667,Accurate,CHEVROLET,Passenger,483,Full-size,3.9L,Gasoline,Automatic,483,6000
5NPEU46F76H067543,2006,RED,4 Door,6 Cylinder,SONATA GLS/LX            ,104658.3333,Accurate,HYUNDAI,Passenger,86,Full-size,3.3L,Gasoline,Automatic,86,6400
KMHFU45EX5A387051,2005,Silver,4 Door,6 Cylinder,XG350                    ,117920,Accurate,HYUNDAI,Passenger,74,Full-size,3.5L,Gasoline,Automatic,74,4480
3FAHP0HG6AR196484,2010,Black,4 Door,6 Cylinder,FUSION,104967,Accurate,FORD,Passenger,518,Mid-size,3.0L,Flex - Fuel,Automatic,518,4470
KNDMB233286194861,2008,Blue,Van,6 Cylinder,SEDONA EX/LX             ,80828,Accurate,KIA,Truck,222,Van,3.8L,Gasoline,Automatic,222,3525
4M2EU47E47UJ00974,2007,Maroon,SUV,6 Cylinder,MOUNTAINEER              ,136037,Accurate,MERCURY,Truck,429,SUV,4.0L,Gasoline,Automatic,429,4300
5Y2SL65857Z414575,2007,Silver,4 Door,4 Cylinder,VIBE                     ,91477,Accurate,PONTIAC,Passenger,300,Mid-size,1.8L,Gasoline,Automatic,300,5940
JM1BK12F071707615,2007,Blue,4 Door,4 Cylinder,MAZDA3I                  ,91396,Accurate,MAZDA,Passenger,33,Compact,2.0L,Gasoline,Automatic,33,5450
1GNDT13S442447170,2004,Black,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,91636,Accurate,CHEVROLET,Truck,463,SUV,4.2L,Gasoline,Automatic,463,6740
KL1TD5DEXAB116596,2010,Gray,4 Door,4 Cylinder,AVEO LS/LT               ,75220,Accurate,CHEVROLET,Passenger,434,Compact,1.6L,Gasoline,Automatic,434,5625
5NPET46C19H439875,2009,Blue,4 Door,4 Cylinder,SONATA GLS               ,101759,Accurate,HYUNDAI,Passenger,251,Full-size,,Gasoline,Automatic,251,6165
2G4WC582X61100989,2006,White,4 Door,6 Cylinder,LACROSSE                 ,122383.6667,Accurate,BUICK,Passenger,296,Full-size,3.8L,Gasoline,Automatic,296,3290
KMHWF25S15A190208,2005,Blue,4 Door,4 Cylinder,SONATA GL                ,97883,Accurate,HYUNDAI,Passenger,483,Full-size,2.4L,Gasoline,Automatic,483,3700
3D4PG5FV5AT116148,2010,Silver,SUV,6 Cylinder,JOURNEY SXT              ,114548,Accurate,DODGE,Truck,485,Compact,3.5L,Gasoline,Automatic,485,6500
2C4GM684X5R667877,2005,Blue,SUV,6 Cylinder,PACIFICA TOURING         ,106352,Accurate,CHRYSLER,Truck,425,SUV,3.5L,Gasoline,Automatic,425,4900
3D4GG57V49T199405,2009,Black,SUV,6 Cylinder,JOURNEY SXT              ,126695,Accurate,DODGE,Truck,76,Compact,3.5L,Gasoline,Automatic,76,6250
KMHDU46D29U741257,2009,Silver,4 Door,4 Cylinder,ELANTRA                  ,92822,Accurate,HYUNDAI,Passenger,291,Mid-size,2.0L,Gasoline,Automatic,291,4800
JM1BL1SF8A1138226,2010,White,4 Door,4 Cylinder,3,101075.3333,Accurate,MAZDA,Passenger,362,Compact,2.0L,Gasoline,Automatic,362,4840
2D4GP44L06R908858,2006,Silver,Van,6 Cylinder,GRAND CARAVAN SXT        ,92762,Accurate,DODGE,Truck,291,Van,3.8L,Gasoline,Automatic,291,5200
1N4AL21E49N482480,2009,Gray,4 Door,4 Cylinder,ALTIMA,103172,Accurate,NISSAN,Passenger,315,Mid-size,2.5L,Gasoline,Automatic,315,5400
KMHDN46D46U327681,2006,Silver,4 Door,4 Cylinder,ELANTRA GLS/GT/LTD       ,95102.33333,Accurate,HYUNDAI,Passenger,456,Mid-size,2.0L,Gasoline,Automatic,456,4220
1GNDV23W47D208729,2007,Blue,Van,6 Cylinder,UPLANDER EXT LS          ,112409,Inaccurate,CHEVROLET,Truck,437,Van,3.9L,Flex - Fuel,Automatic,437,4100
3MEHM07Z17R643462,2007,Gray,4 Door,4 Cylinder,MILAN                    ,83759,Accurate,MERCURY,Passenger,378,Full-size,2.3L,Gasoline,Automatic,378,4605
KNDUP132556705459,2005,Maroon,Van,6 Cylinder,SEDONA EX/LX             ,110019,Accurate,KIA,Truck,76,Van,3.5L,Gasoline,Automatic,76,3905
1GMDX13E04D126492,2004,Silver,Van,6 Cylinder,MONTANA LUXURY           ,107922,Accurate,PONTIAC,Truck,400,Van,3.4L,Gasoline,Automatic,400,2905
1G1ZU64884F164882,2004,White,4 Door,6 Cylinder,MALIBU MAXX LT           ,100113,Accurate,CHEVROLET,Passenger,440,Mid-size,3.5L,Gasoline,Automatic,440,5200
2A4RR4DE1AR172629,2010,White,Van,6 Cylinder,TOWN & COUNTRY           ,104745,Accurate,CHRYSLER,Truck,250,Van,3.3L,Flex - Fuel,Automatic,250,5695
1J4GL48K87W643894,2007,White,SUV,6 Cylinder,LIBERTY SPORT            ,110801,Accurate,JEEP,Truck,518,SUV,3.7L,Gasoline,Automatic,518,4640
1GNDT13SX22153351,2002,Gray,SUV,6 Cylinder,TRAILBLAZER              ,129997,Accurate,CHEVROLET,Truck,360,SUV,4.2L,Gasoline,Automatic,360,4500
5NPET4AC8AH577294,2010,Silver,4 Door,4 Cylinder,SONATA                   ,95304,Accurate,HYUNDAI,Passenger,318,Full-size,2.4L,Gasoline,Automatic,318,4470
KNDMB233186245721,2008,Blue,Van,6 Cylinder,SEDONA                   ,77763,Accurate,KIA,Truck,442,Van,3.8L,Gasoline,Automatic,442,4900
4F2YZ02Z75KM33928,2005,Gold,SUV,4 Cylinder,TRIBUTE I                ,118321,Accurate,MAZDA,Truck,388,SUV,2.3L,Gasoline,Automatic,388,5170
5GADV23L55D189475,2005,Red,Van,6 Cylinder,TERRAZA CX               ,116309.3333,Accurate,BUICK,Truck,36,Van,3.5L,Gasoline,Automatic,36,4800
1C3LC46K07N542284,2007,White,4 Door,4 Cylinder,SEBRING LX               ,100513,Accurate,CHRYSLER,Passenger,421,Mid-size,2.4L,Gasoline,Automatic,421,5400
1C3BC2FG0BN611138,2011,Black,4 Door,6 Cylinder,200,90973,Accurate,CHRYSLER,Passenger,76,Mid-size,3.6L,Flex - Fuel,Automatic,76,6515
4F2CY0C75AKM03010,2010,Red,SUV,4 Cylinder,TRIBUTE,103866,Accurate,MAZDA,Truck,463,SUV,2.5L,Gasoline,Automatic,463,5800
1G1AK55F067793480,2006,Gold,4 Door,4 Cylinder,COBALT LS LEVEL 2        ,70990,Accurate,CHEVROLET,Passenger,291,Compact,2.2L,Gasoline,Automatic,291,5000
3GNDA23D46S652508,2006,Gold,Van,4 Cylinder,HHR,135279.6667,Accurate,CHEVROLET,Truck,295,Mid-size,2.2L,Gasoline,Automatic,295,4100
1FAFP53U74G106093,2004,Silver,4 Door,6 Cylinder,TAURUS SE                ,43535,Accurate,FORD,Passenger,112,Mid-size,3.0L,Gasoline,Automatic,112,5000
KMHCN46CX9U379503,2009,Blue,4 Door,4 Cylinder,ACCENT                   ,101825.6667,Accurate,HYUNDAI,Passenger,493,Compact,1.6L,Gasoline,Automatic,493,2450
1G1ZT64835F175583,2005,Gray,4 Door,6 Cylinder,MALIBU MAXX LS           ,126640.6667,Accurate,CHEVROLET,Passenger,228,Mid-size,3.5L,Gasoline,Automatic,228,2760
1GNDT13S552257749,2005,Gray,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,88602,Accurate,CHEVROLET,Truck,412,SUV,4.2L,Gasoline,Automatic,412,6600
2D8GP44L25R177508,2005,Blue,Van,6 Cylinder,GRAND CARAVAN SXT        ,130827,Accurate,DODGE,Truck,228,Van,3.8L,Gasoline,Automatic,228,2030
1FTRF12265NB88074,2005,Silver,Truck,6 Cylinder,F150,82966,Accurate,FORD,Truck,463,Full-Size Truck,4.2L,Gasoline,Automatic,463,7050
3A4FY48B07T508136,2007,Blue,Van,4 Cylinder,PT CRUISER               ,95926.66667,Accurate,CHRYSLER,Truck,422,Mid-size,2.4L,Gasoline,Automatic,422,5000
1D4GP25R57B116857,2007,Blue,Van,6 Cylinder,CARAVAN SE               ,66503,Accurate,DODGE,Truck,364,Van,3.3L,Gasoline,Automatic,364,4500
KM8SC13E15U946214,2005,Brown,SUV,6 Cylinder,SANTA FE GLS/LX          ,112536,Accurate,HYUNDAI,Truck,323,SUV,3.5L,Gasoline,Automatic,323,4140
KMHCN46C77U128483,2007,Blue,4 Door,4 Cylinder,ACCENT GLS               ,103528.3333,Accurate,HYUNDAI,Passenger,481,Compact,1.6L,Gasoline,Automatic,481,4900
1G8AL55F07Z141561,2007,Gold,4 Door,4 Cylinder,ION,119961.5769,Accurate,SATURN,Passenger,222,Compact,2.2L,Gasoline,Automatic,222,6600
1FMCU93158KB82946,2008,Tan,SUV,6 Cylinder,ESCAPE XLT               ,134052,Accurate,FORD,Truck,76,SUV,3.0L,Gasoline,Automatic,76,5965
1GTEC14X25Z120105,2005,RED,Truck,6 Cylinder,SIERRA C1500             ,104697,Accurate,GMC,Truck,77,Full-Size Truck,4.3L,Gasoline,Automatic,77,4575
JM1BK32F871772563,2007,White,4 Door,4 Cylinder,3,144533,Accurate,MAZDA,Passenger,498,Compact,2.0L,Gasoline,Automatic,498,3350
1GNET16S956132407,2005,Grey,SUV,6 Cylinder,TRAILBLAZER EXT LS/LT    ,133260,Accurate,CHEVROLET,Truck,57,SUV,4.2L,Gasoline,Automatic,57,4900
KMHDN46D55U133546,2005,Red,4 Door,4 Cylinder,ELANTRA GLS/GT           ,74787.15385,Accurate,HYUNDAI,Passenger,33,Mid-size,2.0L,Gasoline,Automatic,33,8650
JM1BK143961430626,2006,Black,4 Door,4 Cylinder,MAZDA3                   ,108298,Accurate,MAZDA,Passenger,185,Compact,2.3L,Gasoline,Automatic,185,4930
1J4GL48K04W129615,2004,Black,SUV,6 Cylinder,LIBERTY SPORT            ,104002,Accurate,JEEP,Truck,451,SUV,3.7L,Gasoline,Automatic,451,5500
1B3LC56K88N588577,2008,Grey,4 Door,4 Cylinder,AVENGER                  ,131417.3333,Accurate,DODGE,Passenger,526,Mid-size,2.4L,Gasoline,Automatic,526,3270
2GCEC19T041153732,2004,Blue,Truck,8 Cylinder,C1500 SILVERADO          ,134538,Accurate,CHEVROLET,Truck,450,Full-Size Truck,5.3L,Gasoline,Automatic,450,5484
1GNDT13SX42248169,2004,Black,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,124594,Accurate,CHEVROLET,Truck,491,SUV,4.2L,Gasoline,Automatic,491,4615
1FAFP53U06A247738,2006,Tan,4 Door,6 Cylinder,TAURUS SE                ,102075,Accurate,FORD,Passenger,425,Mid-size,3.0L,Gasoline,Automatic,425,3200
1G2ZJ57K794248863,2009,Blue,4 Door,6 Cylinder,G6                       ,108249,Accurate,PONTIAC,Passenger,355,Mid-size,3.5L,Flex - Fuel,Automatic,355,4490
2G1WB57K691143540,2009,Silver,4 Door,6 Cylinder,IMPALA LS                ,108109,Accurate,CHEVROLET,Passenger,491,Full-size,3.5L,Flex - Fuel,Automatic,491,3945
KNAGD128655396874,2005,Silver,4 Door,6 Cylinder,OPTIMA LX/EX             ,76314,Inaccurate,KIA,Passenger,388,Mid-size,2.7L,Gasoline,Automatic,388,5200
5NPEB4AC1BH080429,2011,Burgundy,4 Door,4 Cylinder,SONATA                   ,97750,Accurate,HYUNDAI,Passenger,411,Full-size,2.4L,Gasoline,Automatic,411,6700
1J4GL48K74W315717,2004,Burgundy,SUV,6 Cylinder,LIBERTY SPORT            ,124926,Accurate,JEEP,Truck,86,SUV,3.7L,Gasoline,Automatic,86,5450
2MEFM74W54X602520,2004,WHITE,4 Door,8 Cylinder,GRAND MARQUIS GS         ,79155,Accurate,MERCURY,Passenger,79,Full-size,4.6L,Gasoline,Automatic,79,4500
1GCCS196758242118,2005,White,Truck,5 Cylinder,COLORADO                 ,117816,Accurate,CHEVROLET,Truck,261,Compact Truck,3.5L,Gasoline,Automatic,261,6445
3FAHP07178R200601,2008,Silver,4 Door,6 Cylinder,FUSION,134080,Accurate,FORD,Passenger,310,Mid-size,3.0L,Gasoline,Automatic,310,3635
KMHDN46D44U728807,2004,Gold,4 Door,4 Cylinder,ELANTRA GLS/GT           ,85386.2,Accurate,HYUNDAI,Passenger,422,Mid-size,2.0L,Gasoline,Automatic,422,4800
1FAFP53U95A104186,2005,Black,4 Door,6 Cylinder,TAURUS SE                ,94133,Accurate,FORD,Passenger,117,Mid-size,3.0L,Gasoline,Automatic,117,4850
1G8AL55F86Z173205,2006,Gray,4 Door,4 Cylinder,ION LEVEL 3              ,88670,Accurate,SATURN,Passenger,477,Compact,2.2L,Gasoline,Automatic,477,4800
1HGCM56444A072569,2004,Gold,4 Door,4 Cylinder,ACCORD                   ,133168.8519,Accurate,HONDA,Passenger,528,Mid-size,2.4L,Gasoline,Automatic,528,7780
1J4GL48K24W330013,2004,Gray,SUV,6 Cylinder,LIBERTY SPORT            ,119874,Accurate,JEEP,Truck,429,SUV,3.7L,Gasoline,Automatic,429,4385
1C3CCBBG1CN321809,2012,White,4 Door,6 Cylinder,200,117770.6667,Accurate,CHRYSLER,Passenger,539,Mid-size,3.6L,Flex - Fuel,Automatic,539,5595
1G2NF52E34C141857,2004,Gold,4 Door,6 Cylinder,GRAND AM SE1             ,115087,Accurate,PONTIAC,Passenger,215,Mid-size,3.4L,Gasoline,Automatic,215,2600
KNALD124645042282,2004,Blue,4 Door,6 Cylinder,AMANTI                   ,94298,Accurate,KIA,Passenger,366,Full-size,3.5L,Gasoline,Automatic,366,5000
1G2ZG528454131469,2005,Grey,4 Door,6 Cylinder,G6                       ,106840,Inaccurate,PONTIAC,Passenger,437,Mid-size,3.5L,Gasoline,Automatic,437,4675
3GNCA23B49S505975,2009,Gray,SUV,4 Cylinder,HHR LT                   ,106482.6667,Accurate,CHEVROLET,Truck,81,Mid-size,2.2L,Flex - Fuel,Automatic,81,5200
KNDJD735185798001,2008,Silver,SUV,6 Cylinder,SORENTO,143803,Accurate,KIA,Truck,432,SUV,3.3L,Gasoline,Automatic,432,3320
KMHDB8AE9AU054066,2010,GREEN,4 Door,4 Cylinder,ELANTRA TOURING          ,88623,Accurate,HYUNDAI,Passenger,119,Compact,2.0L,Gasoline,Automatic,119,6414
3GNBABDB2AS509201,2010,White,SUV,4 Cylinder,HHR 1LT                  ,108889,Accurate,CHEVROLET,Truck,295,Mid-size,2.2L,Flex - Fuel,Automatic,295,4810
1D4GP45R66B729144,2006,Silver,Van,6 Cylinder,CARAVAN                  ,121994.3333,Accurate,DODGE,Truck,495,Van,3.3L,Gasoline,Automatic,495,3750
2D8HN54P78R777125,2008,Silver,Van,6 Cylinder,GRAND CARAVAN SXT        ,138944,Accurate,DODGE,Truck,81,Van,3.8L,Gasoline,Automatic,81,5700
1G8AJ55F87Z121323,2007,Black,4 Door,4 Cylinder,ION LEVEL 2              ,99671,Accurate,SATURN,Passenger,185,Compact,2.2L,Gasoline,Automatic,185,4700
2FMDK3JC9ABA08874,2010,BURGUNDY,SUV,6 Cylinder,EDGE,116149,Accurate,FORD,Truck,119,SUV,3.5L,Gasoline,Automatic,119,7500
KMHWF25S64A978951,2004,Gray,4 Door,4 Cylinder,SONATA GL                ,117929,Inaccurate,HYUNDAI,Passenger,437,Full-size,2.4L,Gasoline,Automatic,437,3275
3GNDA23D07S633536,2007,Blue,SUV,4 Cylinder,HHR,73214,Accurate,CHEVROLET,Truck,355,Mid-size,2.2L,Gasoline,Automatic,355,3190
2G1WA5EN5A1201870,2010,Gold,4 Door,6 Cylinder,IMPALA                   ,128072,Accurate,CHEVROLET,Passenger,310,Full-size,3.5L,Gasoline,Automatic,310,5563.03
1GCEC14W12Z315907,2002,Black,Truck,6 Cylinder,C1500 SILVERADO          ,123065,Accurate,CHEVROLET,Truck,296,Full-Size Truck,4.3L,Gasoline,Automatic,296,4315
1G1ZT53876F149422,2006,Black,4 Door,6 Cylinder,MALIBU LT                ,119282.1111,Accurate,CHEVROLET,Passenger,434,Mid-size,3.5L,Gasoline,Automatic,434,9610
2G2WP552X81104514,2008,Black,4 Door,6 Cylinder,GRAND PRIX               ,106992,Accurate,PONTIAC,Passenger,468,Full-size,3.8L,Gasoline,Automatic,468,3735
KMHDU4AD7AU023943,2010,Gray,4 Door,4 Cylinder,ELANTRA                  ,111293.6667,Accurate,HYUNDAI,Passenger,38,Mid-size,2.0L,Gasoline,Automatic,38,4475
JM1CR293390358363,2009,Silver,2 Door,4 Cylinder,5,86965,Accurate,MAZDA,Passenger,432,Mid-size,2.3L,Gasoline,5-Speed,432,3195
KL1TD6DE8AB096113,2010,Grey,4 Door,4 Cylinder,AVEO LS/LT               ,76937,Accurate,CHEVROLET,Passenger,511,Compact,1.6L,Gasoline,5-Speed,511,3190
1D4GP24R05B278295,2005,Silver,Van,6 Cylinder,GRAND CARAVAN SE         ,105789,Accurate,DODGE,Truck,215,Van,3.3L,Gasoline,Automatic,215,3600
3A8FY68B46T356564,2006,White,Van,4 Cylinder,PT CRUISER LIMITED       ,119789,Accurate,CHRYSLER,Truck,189,Mid-size,2.4L,Gasoline,Automatic,189,4500
1N4AL21E69N557602,2009,Red,4 Door,4 Cylinder,ALTIMA,98812.33333,Accurate,NISSAN,Passenger,437,Mid-size,2.5L,Gasoline,Automatic,437,4615
1GTEC19T02E173720,2002,White,Truck,8 Cylinder,SIERRA C1500             ,123805,Accurate,GMC,Truck,9,Full-Size Truck,5.3L,Gasoline,Automatic,9,5165
KMHDN46D55U064003,2005,Blue,4 Door,4 Cylinder,ELANTRA                  ,101154,Accurate,HYUNDAI,Passenger,378,Mid-size,2.0L,Gasoline,Automatic,378,2310
KNAGD126465468297,2006,Silver,4 Door,4 Cylinder,OPTIMA LX/EX             ,96122.33333,Accurate,KIA,Passenger,388,Mid-size,2.4L,Gasoline,Automatic,388,5200
3FAHP0HA8AR319231,2010,Black,4 Door,4 Cylinder,FUSION,87344,Accurate,FORD,Passenger,494,Mid-size,2.5L,Gasoline,Automatic,494,5200
2G1WH52KX49212875,2004,White,4 Door,6 Cylinder,IMPALA LS                ,113285,Accurate,CHEVROLET,Passenger,185,Full-size,3.8L,Gasoline,Automatic,185,4400
KNADE223496549830,2009,Gold,4 Door,4 Cylinder,RIO/LX/SX                ,101346,Accurate,KIA,Passenger,332,Compact,2.7L,Gasoline,Automatic,332,5300
1J8FF28W98D725008,2008,Gray,SUV,4 Cylinder,PATRIOT                  ,94906.66667,Accurate,JEEP,Truck,238,SUV,2.4L,Gasoline,5-Speed,238,2310
2G1WB58K781266468,2008,Gray,4 Door,6 Cylinder,IMPALA                   ,97033,Accurate,CHEVROLET,Passenger,465,Full-size,3.5L,Flex - Fuel,Automatic,465,5000
1FTRX17283NB05151,2003,Black,Truck,6 Cylinder,F150                     ,112752,Accurate,FORD,Truck,528,Full-Size Truck,4.2L,Gasoline,Automatic,528,3720
1D7HA18K33J539101,2003,Blue,Truck,6 Cylinder,RAM 1500 QUAD ST         ,122271,Accurate,DODGE,Truck,295,Full-Size Truck,3.7L,Gasoline,Automatic,295,6275
1G1PE5SC2C7131908,2012,Black,4 Door,4 Cylinder,CRUZE,97373,Accurate,CHEVROLET,Passenger,362,Compact,1.4L,Gasoline,Automatic,362,4940
1FTRF12206NB59512,2006,Red,Truck,6 Cylinder,F150,58812,Accurate,FORD,Truck,318,Full-Size Truck,4.2L,Gasoline,5-Speed,318,6000
KNAFE121275381089,2007,Gold,4 Door,4 Cylinder,SPECTRA EX/LX/SX         ,102230,Accurate,KIA,Passenger,302,Compact,2.0L,Gasoline,Automatic,302,5200
3MEHM0JG2AR648135,2010,Black,4 Door,6 Cylinder,MILAN                    ,118048,Accurate,MERCURY,Passenger,549,Full-size,3.0L,Flex - Fuel,Automatic,549,5400
1G1ND52F44M524266,2004,White,4 Door,4 Cylinder,CLASSIC                  ,80479,Accurate,CHEVROLET,Passenger,439,Mid-size,2.2L,Gasoline,Automatic,439,4300
KNADE123X76284712,2007,Black,4 Door,4 Cylinder,RIO/LX/SX                ,87105,Accurate,KIA,Passenger,300,Compact,1.6L,Gasoline,Automatic,300,4700
1FAFP34N96W178501,2006,Maroon,4 Door,4 Cylinder,FOCUS ZX4                ,113437,Accurate,FORD,Passenger,422,Compact,2.0L,Gasoline,Automatic,422,4400
2C8GM68454R513865,2004,Gold,SUV,6 Cylinder,PACIFICA                 ,144938.4348,Accurate,CHRYSLER,Truck,110,SUV,3.5L,Gasoline,Automatic,110,8300
2G1WT58K269276630,2006,Silver,4 Door,6 Cylinder,IMPALA                   ,129138.3333,Inaccurate,CHEVROLET,Passenger,368,Full-size,3.5L,Flex - Fuel,Automatic,368,3920
2G2WS522141181902,2004,Silver,4 Door,6 Cylinder,GRAND PRIX GT2           ,125043,Accurate,PONTIAC,Passenger,117,Full-size,3.8L,Gasoline,Automatic,117,4950
3G5DA03E94S587438,2004,White,SUV,6 Cylinder,RENDEZVOUS CX/CXL        ,109221,Accurate,BUICK,Truck,370,SUV,3.4L,Gasoline,Automatic,370,4700
3FA6P0H76ER332058,2014,BLACK,4 Door,4 Cylinder,FUSION,88476,Accurate,FORD,Passenger,405,Mid-size,2.5L,Gasoline,Automatic,405,8730
5NPEU46F86H032820,2006,Gray,4 Door,6 Cylinder,SONATA GLS/LX            ,112913,Accurate,HYUNDAI,Passenger,508,Full-size,3.3L,Gasoline,Automatic,508,4250
5NPEB4AC9DH782811,2013,SILVER,4 Door,4 Cylinder,SONATA                   ,125267,Accurate,HYUNDAI,Passenger,315,Full-size,2.4L,Gasoline,Automatic,315,6200
